Type,Value,Type,Value,Type,Value,Type,Value,Type,Value,Type,Value,Type,Value,Type,Value
Data Source,DST_V28_SunSynchronous_Var_Alb : TMD : DST_FINAL_DST_V28_SUNSYN,Data Source,DST_V28_SunSynchronous_Var_Alb : TMD : DST_FINAL_DST_V28_SUNSYN,Data Source,DST_V28_SunSynchronous_Var_Alb : TMD : DST_FINAL_DST_V28_SUNSYN,Data Source,DST_V28_SunSynchronous_Var_Alb : TMD : DST_FINAL_DST_V28_SUNSYN,Data Source,DST_V28_SunSynchronous_Var_Alb : TMD : DST_FINAL_DST_V28_SUNSYN,Data Source,DST_V28_SunSynchronous_Var_Alb : TMD : DST_FINAL_DST_V28_SUNSYN,Data Source,DST_V28_SunSynchronous_Var_Alb : TMD : DST_FINAL_DST_V28_SUNSYN,Data Source,DST_V28_SunSynchronous_Var_Alb : TMD : DST_FINAL_DST_V28_SUNSYN
Element,M1_MX1_Segment,Element,M1_MX_C1,Element,M1_MY1_Segment,Element,M1_MY_C1,Element,M1_PX1_Segment,Element,M1_PX_C1,Element,M1_PY1_Segment,Element,M1_PY_C1
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Time[s],Average Temperature,Time[s],Average Temperature,Time[s],Average Temperature,Time[s],Average Temperature,Time[s],Average Temperature,Time[s],Average Temperature,Time[s],Average Temperature,Time[s],Average Temperature
0.0,-0.2948448171402354,0.0,-0.28557232782911973,0.0,-1.1840492758785317,0.0,-1.1789042285376639,0.0,-1.3848701791724545,0.0,-1.5540875158353749,0.0,-0.7633168932222837,0.0,-0.8195359793972563
70.93220520019531,-0.2977400091659835,70.93220520019531,-0.2882569590758001,70.93220520019531,-1.2195575865958599,70.93220520019531,-1.2139728797643763,70.93220520019531,-1.42669108195978,70.93220520019531,-1.5987742064126047,70.93220520019531,-0.7758319365906367,70.93220520019531,-0.8323881707734833
141.86441040039062,-0.30067323147570657,141.86441040039062,-0.29098715015836984,141.86441040039062,-1.2552899653970404,141.86441040039062,-1.2495889637153872,141.86441040039062,-1.4686282852427317,141.86441040039062,-1.643732325307384,141.86441040039062,-0.7884129052990632,141.86441040039062,-0.8454130310281699
212.79661560058594,-0.30364752110517934,212.79661560058594,-0.2937619971725369,212.79661560058594,-1.291512901732557,212.79661560058594,-1.2856995581494182,212.79661560058594,-1.5108902152210129,212.79661560058594,-1.6889260434746927,212.79661560058594,-0.8011798271371071,212.79661560058594,-0.8586302657365872
283.72882080078125,-0.30666206498350457,283.72882080078125,-0.296580640752123,283.72882080078125,-1.3282093886946054,283.72882080078125,-1.3222874378033382,283.72882080078125,-1.5534613242218476,283.72882080078125,-1.734337841531337,283.72882080078125,-0.8141472501076588,283.72882080078125,-0.8720136920777848
354.66102600097656,-0.30971617237783755,354.66102600097656,-0.2994422552548041,354.66102600097656,-1.3653635356687595,354.66102600097656,-1.359336473119985,354.66102600097656,-1.596331368337608,354.66102600097656,-1.7799617307899993,354.66102600097656,-0.8272915101583587,354.66102600097656,-0.8855808068406507
425.5932312011719,-0.3128091578679881,425.5932312011719,-0.30234604280671556,425.5932312011719,-1.4029603307905856,425.5932312011719,-1.3968314444339458,425.5932312011719,-1.6394902834706813,425.5932312011719,-1.8257908113068038,425.5932312011719,-0.8406266964150092,425.5932312011719,-0.8993072992553182
496.5254364013672,-0.31594035956747063,496.5254364013672,-0.3052912323991206,496.5254364013672,-1.4409855636041737,496.5254364013672,-1.434757953010987,496.5254364013672,-1.6829288090842296,496.5254364013672,-1.8718190155500432,496.5254364013672,-0.8541306025949782,496.5254364013672,-0.9132096209705322
567.4576416015625,-0.31910913491578474,567.4576416015625,-0.3082770784384136,567.4576416015625,-1.4794257391890075,567.4576416015625,-1.4731023346300622,567.4576416015625,-1.7266382488269503,567.4576416015625,-1.9180406778261088,567.4576416015625,-0.8678167566609492,567.4576416015625,-0.9272647879099407
638.3898468017578,-0.3223148600878532,638.3898468017578,-0.31130285949945047,638.3898468017578,-1.5182680073019845,638.3898468017578,-1.5118515865102375,638.3898468017578,-1.7706103970122944,638.3898468017578,-1.9644504842129635,638.3898468017578,-0.8816642983144678,638.3898468017578,-0.9414884141771354
709.3220520019531,-0.32555692902958294,709.3220520019531,-0.31436787714263675,709.3220520019531,-1.5575001006761393,709.3220520019531,-1.5509933037658203,709.3220520019531,-1.814837462191348,709.3220520019531,-2.0110433916004924,709.3220520019531,-0.8956861773953125,709.3220520019531,-0.9558587924833972
780.2542572021484,-0.3288347526316601,780.2542572021484,-0.31747145480422856,780.2542572021484,-1.5971102816227962,780.2542572021484,-1.5905156242733005,780.2542572021484,-1.8593120089192106,780.2542572021484,-2.0578145730902486,780.2542572021484,-0.9098627666881539,780.2542572021484,-0.9703907617295334
851.1864624023438,-0.33214775800953944,851.1864624023438,-0.3206129367556621,851.1864624023438,-1.6370872955906257,851.1864624023438,-1.6304071806713247,851.1864624023438,-1.904026910473358,851.1864624023438,-2.1047593754329568,851.1864624023438,-0.9242064306777102,851.1864624023438,-0.9850638263332722
922.1186676025391,-0.3354953877959327,922.1186676025391,-0.32379168711698,922.1186676025391,-1.6774203306494408,922.1186676025391,-1.6706570584553746,922.1186676025391,-1.9489753105920045,922.1186676025391,-2.151873286762754,922.1186676025391,-0.9386986752226673,922.1186676025391,-0.999892086900443
993.0508728027344,-0.34656004130919266,993.0508728027344,-0.3365042202043433,993.0508728027344,-1.806898156084764,993.0508728027344,-1.8022534413774565,993.0508728027344,-1.983492344533089,993.0508728027344,-2.154041096675598,993.0508728027344,-1.001169947979453,993.0508728027344,-1.0119592934891541
